# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
139 0.31258024137311424 0.6586935083211297 0.6183205616171431 0.2934214339140683 -1.6740531921386719 -5.000164031982422 117.31130981445312 1 images/loop_0138.png

140 0.3141178612158663 0.6581628708678867 0.6174939525456659 0.29470803050755556 -1.2920188903808594 -4.915114402770996 115.69416046142578 1 images/loop_0139.png

141 0.3149969239598531 0.6580901360715508 0.6168589517886099 0.29526148461899937 -0.7122688293457031 -4.867778778076172 114.04747772216797 1 images/loop_0140.png

142 0.34933847110437866 0.5964408201477425 0.6235639204227148 0.3652246128275005 -18.628368377685547 7.486874103546143 110.66088104248047 1 images/loop_0141.png

143 0.3524553661551447 0.5945261899158188 0.6216778848256501 0.36855180353829264 -18.814022064208984 7.481252670288086 108.89435577392578 1 images/loop_0142.png

144 0.35542575044536995 0.5926805822906597 0.6198578333334334 0.3717237277214521 -18.989559173583984 7.475716590881348 107.09825897216797 1 images/loop_0143.png

145 0.3580763253501465 0.5910146182098576 0.6182155823357611 0.3745564844496053 -19.145069122314453 7.470688819885254 105.2625503540039 1 images/loop_0144.png

146 0.3614695952032371 0.5888653383186528 0.6160837704268871 0.37817738283384583 -19.342308044433594 7.463751316070557 103.50770568847656 1 images/loop_0145.png

147 0.3667446142731113 0.5854920357799137 0.6127020234489433 0.3837886063987952 -19.644603729248047 7.451689720153809 102.41291046142578 1 images/loop_0146.png

148 0.36972147604564526 0.5835479469945138 0.6107659477018458 0.38696612362968374 -19.813400268554688 7.445043563842773 100.68133544921875 1 images/loop_0147.png

149 0.3742751945433519 0.5805479034739891 0.6077531057658079 0.3918142071869096 -20.0682373046875 7.433975696563721 99.11962127685547 1 images/loop_0148.png

150 0.3768653690928095 0.5788076463932299 0.606018731176305 0.39458269034352256 -20.211833953857422 7.427879333496094 97.24544525146484 1 images/loop_0149.png

151 0.3799766785772052 0.5767011851734529 0.603909177863444 0.39790347026542694 -20.382553100585938 7.420162200927734 95.40113830566406 1 images/loop_0150.png

152 0.38287692394327094 0.5747158618699392 0.6019188167885157 0.40099959753439296 -20.540081024169922 7.412783145904541 93.62936401367188 1 images/loop_0151.png

153 0.38951504704214146 0.570144300630971 0.597258427808894 0.408039060626587 -20.893327713012695 7.393540382385254 92.93218994140625 1 images/loop_0152.png

154 0.3958420707134351 0.5656867155806161 0.5927006179824382 0.4147451896190606 -21.221853256225586 7.374277591705322 92.07513427734375 1 images/loop_0153.png

155 0.4020732492263691 0.561197726979083 0.5880993615027713 0.42134707129644766 -21.537330627441406 7.354465961456299 90.9703140258789 1 images/loop_0154.png

156 0.4085490019792837 0.556433252150587 0.5831947854481467 0.4281980746207804 -21.8561954498291 7.332803726196289 90.02118682861328 1 images/loop_0155.png

157 0.4138287769966096 0.5524591319094821 0.5791048628501532 0.43378820721939493 -22.10944175720215 7.314695358276367 88.55390167236328 1 images/loop_0156.png

158 0.41930884333915003 0.5482574463954861 0.574768738688271 0.43958476247042444 -22.365434646606445 7.295202255249023 87.04093170166016 1 images/loop_0157.png

159 0.42582709069620805 0.5431688390333977 0.5694854782451847 0.44645849885534394 -22.66021156311035 7.270802021026611 86.03755950927734 1 images/loop_0158.png

160 0.4321069457362489 0.5381558094347068 0.5642669035065232 0.453072592224829 -22.934202194213867 7.246441841125488 84.98062896728516 1 images/loop_0159.png

161 0.43878201190199406 0.5327148302519462 0.5585768714531093 0.46008383403303243 -23.214046478271484 7.219461441040039 84.31674194335938 1 images/loop_0160.png

162 0.4453209125077595 0.5272667320281264 0.5528574322414614 0.4669344041672381 -23.476417541503906 7.192060470581055 83.96693420410156 1 images/loop_0161.png

163 0.4517027873038535 0.521819097116642 0.5471348092754371 0.4736168517962942 -23.721097946166992 7.164701461791992 83.0859375 1 images/loop_0162.png

164 0.4577696358916595 0.5165187345945298 0.5415620332320414 0.47996450017689896 -23.942821502685547 7.138112545013428 81.83170318603516 1 images/loop_0163.png

165 0.46389448895018576 0.5110584778547932 0.5358002825675517 0.4863529505769647 -24.155231475830078 7.110487937927246 80.95348358154297 1 images/loop_0164.png

166 0.46922736075061466 0.5062305805633844 0.5306696659573416 0.4918800553571925 -24.330211639404297 7.085599899291992 81.49041748046875 1 images/loop_0165.png

167 0.4746262189399778 0.5012416628509658 0.5253666695324666 0.4974702104262151 -24.49808692932129 7.060085773468018 81.69631958007812 1 images/loop_0166.png

168 0.48053209722253276 0.4956658852495835 0.5194366095386077 0.5035770471434312 -24.670635223388672 7.031799793243408 81.60001373291016 1 images/loop_0167.png

169 0.4863812413216961 0.4900250252849143 0.5134269712402355 0.5096091717070678 -24.829578399658203 7.003355026245117 81.5472640991211 1 images/loop_0168.png

170 0.492362258694334 0.484123538929647 0.507136952394825 0.5157673087578708 -24.979446411132812 6.973934173583984 81.12120056152344 1 images/loop_0169.png

171 0.4983089878559903 0.4781213608303406 0.5007333325290736 0.5218757003674431 -25.115215301513672 6.94434928894043 80.5255126953125 1 images/loop_0170.png

172 0.5041743847027628 0.47206588938256716 0.4942665117810021 0.5278850265189168 -25.23567771911621 6.9148783683776855 79.80038452148438 1 images/loop_0171.png

173 0.5097706503121642 0.4661538710992743 0.48795172012290944 0.5336080690624609 -25.33771324157715 6.8865556716918945 78.73137664794922 1 images/loop_0172.png

174 0.504897986287501 0.40631644148691737 0.4774636868306408 0.5933071721952522 -33.35841369628906 15.210886001586914 72.97168731689453 1 images/loop_0173.png

175 0.5160873950437908 0.38630308335482555 0.4581067878602145 0.6120146235049166 -36.723602294921875 15.409747123718262 69.82823944091797 1 images/loop_0174.png

176 0.5252466036806617 0.44909158767893914 0.4697132939127094 0.5493652452782314 -25.549983978271484 6.807417869567871 74.47967529296875 1 images/loop_0175.png

177 0.5065993760407017 0.35844950531428404 0.45291520525437534 0.6401084604850209 -37.00129699707031 19.101213455200195 65.59679412841797 1 images/loop_0176.png

178 0.5361207816745879 0.4364709075703628 0.45617920256903377 0.5603286441409305 -25.632749557495117 6.7514801025390625 72.33666229248047 1 images/loop_0177.png

179 0.5418403283171136 0.42961319196721864 0.4488084551228402 0.5660499399409828 -25.652606964111328 6.722185134887695 71.73995208740234 1 images/loop_0178.png

